Year-Quarter,State,Year,Month,TelehealthType,ServiceCount,RatePer1000Beneficiaries
2021-2,Missouri,2021,4,Live audio/video," 59,301 ",52.2
2021-2,Missouri,2021,5,Live audio/video," 49,386 ",43.1
2021-2,Missouri,2021,6,Live audio/video," 46,973 ",40.6
2021-3,Missouri,2021,7,Live audio/video," 43,736 ",35.9
2021-3,Missouri,2021,8,Live audio/video," 47,464 ",38.5
2021-3,Missouri,2021,9,Live audio/video," 45,980 ",36.9
2021-4,Missouri,2021,10,Live audio/video," 42,706 ",34.0
2021-4,Missouri,2021,11,Live audio/video," 41,947 ",32.7
2021-4,Missouri,2021,12,Live audio/video," 43,088 ",32.8
2022-1,Missouri,2022,1,Live audio/video," 56,817 ",42.6
2022-1,Missouri,2022,2,Live audio/video," 56,471 ",41.9
2022-1,Missouri,2022,3,Live audio/video," 50,836 ",37.3
2022-2,Missouri,2022,4,Live audio/video," 42,942 ",31.1
2022-2,Missouri,2022,5,Live audio/video," 40,532 ",29.0
2022-2,Missouri,2022,6,Live audio/video," 41,656 ",29.5
2022-3,Missouri,2022,7,Live audio/video," 36,762 ",25.8
2022-3,Missouri,2022,8,Live audio/video," 45,979 ",31.9
2022-3,Missouri,2022,9,Live audio/video," 43,370 ",29.8
2022-4,Missouri,2022,10,Live audio/video," 45,269 ",30.8
2022-4,Missouri,2022,11,Live audio/video," 48,699 ",32.6
2022-4,Missouri,2022,12,Live audio/video," 48,992 ",32.3
2018-1,Montana,2018,1,Live audio/video," 2,429 ",8.6
2018-1,Montana,2018,2,Live audio/video," 2,253 ",7.9
2018-1,Montana,2018,3,Live audio/video," 2,235 ",7.8
2018-2,Montana,2018,4,Live audio/video," 2,091 ",7.3
2018-2,Montana,2018,5,Live audio/video," 2,767 ",9.7
2018-2,Montana,2018,6,Live audio/video," 2,347 ",8.2
2018-3,Montana,2018,7,Live audio/video," 2,561 ",8.9
2018-3,Montana,2018,8,Live audio/video," 2,971 ",10.4
2018-3,Montana,2018,9,Live audio/video," 2,939 ",10.3
2018-4,Montana,2018,10,Live audio/video," 3,564 ",12.5
2018-4,Montana,2018,11,Live audio/video," 3,188 ",11.2
2018-4,Montana,2018,12,Live audio/video," 2,765 ",9.7
2019-1,Montana,2019,1,Live audio/video," 3,146 ",11.0
2019-1,Montana,2019,2,Live audio/video," 2,583 ",9.0
2019-1,Montana,2019,3,Live audio/video," 2,898 ",10.2
2019-2,Montana,2019,4,Live audio/video," 3,058 ",10.8
2019-2,Montana,2019,5,Live audio/video," 3,290 ",11.7
2019-2,Montana,2019,6,Live audio/video," 2,772 ",9.9
2019-3,Montana,2019,7,Live audio/video," 3,062 ",11.1
2019-3,Montana,2019,8,Live audio/video," 3,054 ",11.1
2019-3,Montana,2019,9,Live audio/video," 3,008 ",11.0
2019-4,Montana,2019,10,Live audio/video," 3,338 ",12.2
2019-4,Montana,2019,11,Live audio/video," 2,648 ",9.8
2019-4,Montana,2019,12,Live audio/video," 2,803 ",10.4
2020-1,Montana,2020,1,Live audio/video," 3,030 ",11.4
2020-1,Montana,2020,2,Live audio/video," 2,716 ",10.4
2020-1,Montana,2020,3,Live audio/video," 21,659 ",83.9
2020-2,Montana,2020,4,Live audio/video," 70,575 ",270.7
2020-2,Montana,2020,4,Other telehealth, 133 ,0.5
2020-2,Montana,2020,4,Store and forward, 178 ,0.7
2020-2,Montana,2020,5,Live audio/video," 50,285 ",190.7
2020-2,Montana,2020,5,Store and forward, 133 ,0.5
2020-2,Montana,2020,6,Live audio/video," 33,328 ",125.0
2020-3,Montana,2020,7,Live audio/video," 31,418 ",116.6
2020-3,Montana,2020,8,Live audio/video," 28,201 ",103.3
2020-3,Montana,2020,9,Live audio/video," 29,865 ",108.4
2020-4,Montana,2020,10,Live audio/video," 35,418 ",127.3
2020-4,Montana,2020,11,Live audio/video," 37,028 ",131.0
2020-4,Montana,2020,12,Live audio/video," 39,393 ",136.8
2021-1,Montana,2021,1,Live audio/video," 35,268 ",121.8
2021-1,Montana,2021,2,Live audio/video," 34,267 ",117.6
2021-1,Montana,2021,3,Live audio/video," 34,244 ",116.6
2021-2,Montana,2021,4,Live audio/video," 29,806 ",100.9
2021-2,Montana,2021,5,Live audio/video," 26,118 ",87.8
2021-2,Montana,2021,6,Live audio/video," 25,058 ",83.8
2021-3,Montana,2021,7,Live audio/video," 21,512 ",71.5
2021-3,Montana,2021,8,Live audio/video," 22,107 ",72.9
2021-3,Montana,2021,9,Live audio/video," 24,834 ",81.6
2021-4,Montana,2021,10,Live audio/video," 24,061 ",78.7
2021-4,Montana,2021,10,Store and forward, 141 ,0.5
2021-4,Montana,2021,11,Live audio/video," 24,119 ",78.3
2021-4,Montana,2021,12,Live audio/video," 24,616 ",79.0
2021-4,Montana,2021,12,Store and forward, 214 ,0.7
2022-1,Montana,2022,1,Live audio/video," 27,148 ",86.6
2022-1,Montana,2022,1,Store and forward, 224 ,0.7
2022-1,Montana,2022,2,Live audio/video," 25,052 ",79.7
2022-1,Montana,2022,2,Store and forward, 249 ,0.8
2022-1,Montana,2022,3,Live audio/video," 26,904 ",85.2
2022-1,Montana,2022,3,Remote patient monitoring, 291 ,0.9
2022-1,Montana,2022,3,Store and forward, 212 ,0.7
2022-2,Montana,2022,4,Live audio/video," 23,506 ",74.1
2022-2,Montana,2022,4,Remote patient monitoring, 272 ,0.9
2022-2,Montana,2022,4,Store and forward, 214 ,0.7
2022-2,Montana,2022,5,Live audio/video," 22,713 ",71.3
2022-2,Montana,2022,5,Remote patient monitoring, 269 ,0.8
2022-2,Montana,2022,5,Store and forward, 253 ,0.8
2022-2,Montana,2022,6,Live audio/video," 23,221 ",72.6
2022-2,Montana,2022,6,Remote patient monitoring, 260 ,0.8
2022-2,Montana,2022,6,Store and forward, 172 ,0.5
2022-3,Montana,2022,7,Live audio/video," 19,699 ",61.4
2022-3,Montana,2022,7,Remote patient monitoring, 200 ,0.6
2022-3,Montana,2022,8,Live audio/video," 22,902 ",71.0
2022-3,Montana,2022,8,Remote patient monitoring, 176 ,0.5
2022-3,Montana,2022,9,Live audio/video," 21,776 ",67.3
2022-3,Montana,2022,9,Store and forward, 185 ,0.6
2022-4,Montana,2022,10,Live audio/video," 21,490 ",66.1
2022-4,Montana,2022,10,Store and forward, 186 ,0.6
2022-4,Montana,2022,11,Live audio/video," 23,152 ",70.5
2022-4,Montana,2022,11,Store and forward, 204 ,0.6
2022-4,Montana,2022,12,Live audio/video," 22,781 ",68.7
2022-4,Montana,2022,12,Store and forward, 174 ,0.5
2018-1,Nebraska,2018,1,Live audio/video, 588 ,2.3
2018-1,Nebraska,2018,2,Live audio/video, 581 ,2.3
2018-1,Nebraska,2018,3,Live audio/video, 592 ,2.3
2018-2,Nebraska,2018,4,Live audio/video, 558 ,2.2
2018-2,Nebraska,2018,5,Live audio/video, 610 ,2.4
2018-2,Nebraska,2018,6,Live audio/video, 502 ,2.0
2018-3,Nebraska,2018,7,Live audio/video, 512 ,2.0
2018-3,Nebraska,2018,8,Live audio/video, 612 ,2.4
2018-3,Nebraska,2018,9,Live audio/video, 485 ,1.9
2018-4,Nebraska,2018,10,Live audio/video, 601 ,2.4
2018-4,Nebraska,2018,11,Live audio/video, 499 ,2.0
2018-4,Nebraska,2018,12,Live audio/video, 505 ,2.0
2019-1,Nebraska,2019,1,Live audio/video, 635 ,2.5
2019-1,Nebraska,2019,2,Live audio/video, 591 ,2.3
2019-1,Nebraska,2019,3,Live audio/video, 630 ,2.5
2019-2,Nebraska,2019,4,Live audio/video, 635 ,2.5
2019-2,Nebraska,2019,5,Live audio/video, 634 ,2.5
2019-2,Nebraska,2019,6,Live audio/video, 619 ,2.4
2019-3,Nebraska,2019,7,Live audio/video, 711 ,2.8
2019-3,Nebraska,2019,8,Live audio/video, 680 ,2.7
2019-3,Nebraska,2019,9,Live audio/video, 720 ,2.8
2019-4,Nebraska,2019,10,Live audio/video, 797 ,3.1
2019-4,Nebraska,2019,11,Live audio/video, 638 ,2.5
2019-4,Nebraska,2019,12,Live audio/video, 671 ,2.6
2020-1,Nebraska,2020,1,Live audio/video, 783 ,3.1
2020-1,Nebraska,2020,2,Live audio/video, 782 ,3.1
2020-1,Nebraska,2020,3,Live audio/video," 11,249 ",44.2
2020-1,Nebraska,2020,3,Other telehealth, 230 ,0.9
2020-2,Nebraska,2020,4,Live audio/video," 46,895 ",183.0
2020-2,Nebraska,2020,4,Other telehealth, 554 ,2.2
2020-2,Nebraska,2020,4,Store and forward, 136 ,0.5
2020-2,Nebraska,2020,5,Live audio/video," 42,719 ",164.5
2020-2,Nebraska,2020,5,Other telehealth, 193 ,0.7
2020-2,Nebraska,2020,6,Live audio/video," 37,395 ",142.0
2020-3,Nebraska,2020,7,Live audio/video," 30,780 ",115.2
2020-3,Nebraska,2020,8,Live audio/video," 27,717 ",102.1
2020-3,Nebraska,2020,8,Other telehealth, 123 ,0.5
2020-3,Nebraska,2020,9,Live audio/video," 27,782 ",101.1
2020-4,Nebraska,2020,10,Live audio/video," 30,828 ",104.8
2020-4,Nebraska,2020,10,Remote patient monitoring, 388 ,1.3
2020-4,Nebraska,2020,11,Live audio/video," 33,484 ",110.5
2020-4,Nebraska,2020,11,Remote patient monitoring, 294 ,1.0
2020-4,Nebraska,2020,12,Live audio/video," 36,719 ",117.8
2020-4,Nebraska,2020,12,Remote patient monitoring, 245 ,0.8
2021-1,Nebraska,2021,1,Live audio/video," 33,794 ",106.7
2021-1,Nebraska,2021,1,Remote patient monitoring, 233 ,0.7
2021-1,Nebraska,2021,2,Live audio/video," 32,094 ",100.0
2021-1,Nebraska,2021,2,Remote patient monitoring, 205 ,0.6
2021-1,Nebraska,2021,3,Live audio/video," 32,870 ",100.8
2021-1,Nebraska,2021,3,Remote patient monitoring, 225 ,0.7
2021-2,Nebraska,2021,4,Live audio/video," 29,045 ",87.8
2021-2,Nebraska,2021,4,Remote patient monitoring, 189 ,0.6
2021-2,Nebraska,2021,5,Live audio/video," 23,980 ",71.6
2021-2,Nebraska,2021,5,Remote patient monitoring, 173 ,0.5
2021-2,Nebraska,2021,6,Live audio/video," 22,494 ",66.4
2021-3,Nebraska,2021,7,Live audio/video," 19,268 ",56.3
2021-3,Nebraska,2021,8,Live audio/video," 21,425 ",61.8
2021-3,Nebraska,2021,9,Live audio/video," 21,924 ",62.6
2021-4,Nebraska,2021,10,Live audio/video," 20,712 ",58.5
2021-4,Nebraska,2021,11,Live audio/video," 20,791 ",58.0
2021-4,Nebraska,2021,11,Remote patient monitoring, 201 ,0.6
2021-4,Nebraska,2021,12,Live audio/video," 20,487 ",56.5
2022-1,Nebraska,2022,1,Live audio/video," 26,419 ",72.0
2022-1,Nebraska,2022,1,Remote patient monitoring, 321 ,0.9
2022-1,Nebraska,2022,2,Live audio/video," 22,794 ",61.8
2022-1,Nebraska,2022,2,Remote patient monitoring, 196 ,0.5
2022-1,Nebraska,2022,3,Live audio/video," 24,079 ",64.8
2022-1,Nebraska,2022,3,Remote patient monitoring, 198 ,0.5
2022-2,Nebraska,2022,4,Live audio/video," 19,787 ",53.0
2022-2,Nebraska,2022,4,Remote patient monitoring, 185 ,0.5
2022-2,Nebraska,2022,5,Live audio/video," 19,692 ",52.4
2022-2,Nebraska,2022,5,Remote patient monitoring, 173 ,0.5
2022-2,Nebraska,2022,6,Live audio/video," 19,647 ",51.9
2022-3,Nebraska,2022,7,Live audio/video," 17,854 ",46.8
2022-3,Nebraska,2022,7,Remote patient monitoring, 172 ,0.5
2022-3,Nebraska,2022,8,Live audio/video," 20,829 ",54.0
2022-3,Nebraska,2022,9,Live audio/video," 19,357 ",49.9
2022-4,Nebraska,2022,10,Live audio/video," 18,395 ",47.1
2022-4,Nebraska,2022,11,Live audio/video," 19,628 ",49.7
2022-4,Nebraska,2022,11,Remote patient monitoring, 180 ,0.5
2022-4,Nebraska,2022,12,Live audio/video," 20,505 ",51.5
2018-2,Nevada,2018,5,Live audio/video," 3,016 ",4.3
2018-3,Nevada,2018,8,Live audio/video," 3,086 ",4.4
2018-3,Nevada,2018,9,Live audio/video," 2,854 ",4.1
2018-4,Nevada,2018,10,Live audio/video," 3,326 ",4.8
2018-4,Nevada,2018,11,Live audio/video," 3,431 ",5.0
2018-4,Nevada,2018,12,Live audio/video," 3,448 ",5.0
2019-1,Nevada,2019,1,Live audio/video," 2,497 ",3.6
2019-1,Nevada,2019,2,Live audio/video," 1,363 ",2.0
2019-1,Nevada,2019,3,Live audio/video," 1,705 ",2.5
2019-2,Nevada,2019,4,Live audio/video," 3,548 ",5.2
2019-2,Nevada,2019,5,Live audio/video," 3,737 ",5.5
2019-2,Nevada,2019,6,Live audio/video," 3,129 ",4.6
2019-3,Nevada,2019,7,Live audio/video," 3,541 ",5.2
2019-3,Nevada,2019,8,Live audio/video," 2,548 ",3.7
2019-3,Nevada,2019,9,Live audio/video," 2,478 ",3.6
2019-4,Nevada,2019,10,Live audio/video," 2,786 ",4.1
2019-4,Nevada,2019,11,Live audio/video," 2,578 ",3.8
2019-4,Nevada,2019,12,Live audio/video," 2,010 ",3.0
2020-1,Nevada,2020,1,Live audio/video," 2,269 ",3.4
2020-1,Nevada,2020,2,Live audio/video," 2,964 ",4.4
2020-1,Nevada,2020,3,Live audio/video," 26,957 ",39.7
2020-2,Nevada,2020,4,Live audio/video," 101,485 ",143.9
2020-2,Nevada,2020,4,Store and forward, 319 ,0.5
2020-2,Nevada,2020,5,Live audio/video," 93,952 ",130.2
2020-2,Nevada,2020,6,Live audio/video," 78,443 ",106.8
2020-3,Nevada,2020,7,Live audio/video," 79,685 ",106.6
2020-3,Nevada,2020,8,Live audio/video," 76,339 ",100.2
2020-3,Nevada,2020,9,Live audio/video," 84,979 ",109.8
2020-4,Nevada,2020,10,Live audio/video," 85,661 ",108.9
2020-4,Nevada,2020,11,Live audio/video," 81,207 ",101.9
2020-4,Nevada,2020,12,Live audio/video," 93,004 ",115.2
2021-1,Nevada,2021,1,Live audio/video," 88,708 ",108.7
2021-1,Nevada,2021,2,Live audio/video," 79,417 ",96.4
2021-1,Nevada,2021,3,Live audio/video," 83,706 ",100.6
2021-1,Nevada,2021,3,Remote patient monitoring, 421 ,0.5
2021-2,Nevada,2021,4,Live audio/video," 75,250 ",89.6
2021-2,Nevada,2021,5,Live audio/video," 67,111 ",79.4
2021-2,Nevada,2021,6,Live audio/video," 62,531 ",73.5
2021-3,Nevada,2021,7,Live audio/video," 56,213 ",65.6
2021-3,Nevada,2021,8,Live audio/video," 61,124 ",70.6
2021-3,Nevada,2021,9,Live audio/video," 60,800 ",69.7
2021-4,Nevada,2021,10,Live audio/video," 57,992 ",65.9
2021-4,Nevada,2021,11,Live audio/video," 56,154 ",63.3
2021-4,Nevada,2021,11,Other telehealth, 705 ,0.8
2021-4,Nevada,2021,12,Live audio/video," 57,956 ",64.9
2021-4,Nevada,2021,12,Remote patient monitoring, 428 ,0.5
2022-1,Nevada,2022,1,Live audio/video," 65,844 ",73.1
2022-1,Nevada,2022,1,Other telehealth, 594 ,0.7
2022-1,Nevada,2022,1,Remote patient monitoring, 477 ,0.5
2022-1,Nevada,2022,2,Live audio/video," 58,444 ",64.7
2022-1,Nevada,2022,2,Other telehealth, 668 ,0.7
2022-1,Nevada,2022,2,Remote patient monitoring, 435 ,0.5
2022-1,Nevada,2022,3,Live audio/video," 62,228 ",68.6
2022-1,Nevada,2022,3,Other telehealth, 767 ,0.8
2022-1,Nevada,2022,3,Remote patient monitoring, 543 ,0.6
2022-2,Nevada,2022,4,Live audio/video," 52,817 ",58.1
2022-2,Nevada,2022,4,Other telehealth, 504 ,0.6
2022-2,Nevada,2022,4,Remote patient monitoring, 506 ,0.6
2022-2,Nevada,2022,5,Live audio/video," 53,935 ",58.9
2022-2,Nevada,2022,5,Other telehealth, 693 ,0.8
2022-2,Nevada,2022,5,Remote patient monitoring, 678 ,0.7
2022-2,Nevada,2022,6,Live audio/video," 53,116 ",57.6
2022-2,Nevada,2022,6,Other telehealth, 760 ,0.8
2022-2,Nevada,2022,6,Remote patient monitoring, 687 ,0.7
2022-3,Nevada,2022,7,Live audio/video," 48,270 ",52.0
2022-3,Nevada,2022,7,Other telehealth, 802 ,0.9
2022-3,Nevada,2022,7,Remote patient monitoring, 671 ,0.7
2022-3,Nevada,2022,8,Live audio/video," 55,315 ",59.1
2022-3,Nevada,2022,8,Other telehealth, 740 ,0.8
2022-3,Nevada,2022,8,Remote patient monitoring, 664 ,0.7
2022-3,Nevada,2022,9,Live audio/video," 50,063 ",53.2
2022-3,Nevada,2022,9,Other telehealth, 721 ,0.8
2022-3,Nevada,2022,9,Remote patient monitoring, 764 ,0.8
2022-4,Nevada,2022,10,Live audio/video," 48,541 ",51.6
2022-4,Nevada,2022,10,Other telehealth, 923 ,1.0
2022-4,Nevada,2022,10,Remote patient monitoring, 808 ,0.9
2022-4,Nevada,2022,11,Live audio/video," 49,912 ",53.9
2022-4,Nevada,2022,11,Other telehealth, 891 ,1.0
2022-4,Nevada,2022,11,Remote patient monitoring, 811 ,0.9
2022-4,Nevada,2022,12,Live audio/video," 49,624 ",53.2
2022-4,Nevada,2022,12,Other telehealth, 876 ,0.9
2022-4,Nevada,2022,12,Remote patient monitoring, 772 ,0.8
2018-1,New Hampshire,2018,1,Live audio/video, 269 ,1.3
2018-1,New Hampshire,2018,2,Live audio/video, 210 ,1.0
2018-1,New Hampshire,2018,3,Live audio/video, 165 ,0.8
2018-2,New Hampshire,2018,4,Live audio/video, 123 ,0.6
2018-2,New Hampshire,2018,6,Live audio/video, 103 ,0.5
2018-3,New Hampshire,2018,7,Live audio/video, 107 ,0.5
2018-3,New Hampshire,2018,9,Live audio/video, 112 ,0.5
2018-4,New Hampshire,2018,10,Live audio/video, 185 ,0.9
2018-4,New Hampshire,2018,11,Live audio/video, 179 ,0.9
2018-4,New Hampshire,2018,12,Live audio/video, 188 ,0.9
2019-1,New Hampshire,2019,1,Live audio/video, 229 ,1.1
2019-1,New Hampshire,2019,2,Live audio/video, 230 ,1.1
2019-1,New Hampshire,2019,3,Live audio/video, 258 ,1.3
2019-2,New Hampshire,2019,4,Live audio/video, 234 ,1.2
2019-2,New Hampshire,2019,5,Live audio/video, 262 ,1.3
2019-2,New Hampshire,2019,6,Live audio/video, 214 ,1.1
2019-3,New Hampshire,2019,7,Live audio/video, 248 ,1.2
2019-3,New Hampshire,2019,8,Live audio/video, 225 ,1.1
2019-3,New Hampshire,2019,9,Live audio/video, 335 ,1.7
2019-4,New Hampshire,2019,10,Live audio/video, 328 ,1.6
2019-4,New Hampshire,2019,11,Live audio/video, 341 ,1.7
2019-4,New Hampshire,2019,12,Live audio/video, 417 ,2.1
2020-1,New Hampshire,2020,1,Live audio/video, 641 ,3.2
2020-1,New Hampshire,2020,2,Live audio/video, 583 ,2.9
2020-1,New Hampshire,2020,3,Live audio/video," 24,088 ",118.8
2020-2,New Hampshire,2020,4,Live audio/video," 85,794 ",416.5
2020-2,New Hampshire,2020,4,Other telehealth, 102 ,0.5
2020-2,New Hampshire,2020,4,Store and forward, 149 ,0.7
2020-2,New Hampshire,2020,5,Live audio/video," 76,247 ",363.8
2020-2,New Hampshire,2020,6,Live audio/video," 69,008 ",324.4
2020-3,New Hampshire,2020,7,Live audio/video," 58,903 ",272.3
2020-3,New Hampshire,2020,8,Live audio/video," 55,925 ",253.5
2020-3,New Hampshire,2020,9,Live audio/video," 55,376 ",245.2
2020-4,New Hampshire,2020,10,Live audio/video," 58,437 ",254.6
2020-4,New Hampshire,2020,11,Live audio/video," 57,706 ",246.7
2020-4,New Hampshire,2020,12,Live audio/video," 71,330 ",299.5
2021-1,New Hampshire,2021,1,Live audio/video," 71,979 ",299.4
2021-1,New Hampshire,2021,2,Live audio/video," 68,712 ",284.0
2021-1,New Hampshire,2021,3,Live audio/video," 73,129 ",299.6
2021-2,New Hampshire,2021,4,Live audio/video," 62,928 ",255.6
2021-2,New Hampshire,2021,5,Live audio/video," 54,305 ",219.1
2021-2,New Hampshire,2021,6,Live audio/video," 51,567 ",206.6
2021-3,New Hampshire,2021,7,Live audio/video," 43,355 ",172.4
2021-3,New Hampshire,2021,8,Live audio/video," 43,131 ",170.0
2021-3,New Hampshire,2021,9,Live audio/video," 43,747 ",171.3
2021-4,New Hampshire,2021,10,Live audio/video," 44,039 ",171.2
2021-4,New Hampshire,2021,11,Live audio/video," 44,797 ",172.7
2021-4,New Hampshire,2021,12,Live audio/video," 46,930 ",179.2
2022-1,New Hampshire,2022,1,Live audio/video," 55,828 ",212.0
2022-1,New Hampshire,2022,2,Live audio/video," 49,214 ",186.3
2022-1,New Hampshire,2022,3,Live audio/video," 51,223 ",193.4
2022-2,New Hampshire,2022,4,Live audio/video," 41,659 ",157.0
2022-2,New Hampshire,2022,5,Live audio/video," 41,517 ",156.0
2022-2,New Hampshire,2022,6,Live audio/video," 40,696 ",152.4
2022-3,New Hampshire,2022,7,Live audio/video," 34,466 ",128.4
2022-3,New Hampshire,2022,8,Live audio/video," 38,338 ",142.3
2022-3,New Hampshire,2022,9,Live audio/video," 36,468 ",134.9
2022-4,New Hampshire,2022,10,Live audio/video," 35,612 ",131.2
2022-4,New Hampshire,2022,11,Live audio/video," 35,532 ",130.0
2022-4,New Hampshire,2022,12,Live audio/video," 35,471 ",128.9
2018-1,New Jersey,2018,1,Live audio/video, 890 ,0.5
2018-1,New Jersey,2018,2,Live audio/video, 988 ,0.5
2018-1,New Jersey,2018,3,Live audio/video, 950 ,0.5
2018-2,New Jersey,2018,4,Live audio/video," 1,011 ",0.5
2018-3,New Jersey,2018,7,Live audio/video, 882 ,0.5
2018-3,New Jersey,2018,8,Live audio/video," 1,019 ",0.5
2019-4,New Jersey,2019,10,Live audio/video, 874 ,0.5
2019-4,New Jersey,2019,12,Live audio/video, 935 ,0.5
2020-1,New Jersey,2020,1,Live audio/video," 1,125 ",0.6
2020-1,New Jersey,2020,2,Live audio/video," 1,233 ",0.7
2020-1,New Jersey,2020,3,Live audio/video," 68,260 ",39.0
2020-1,New Jersey,2020,3,Other telehealth," 1,553 ",0.9
2020-2,New Jersey,2020,4,Live audio/video," 272,542 ",153.3
2020-2,New Jersey,2020,4,Other telehealth," 3,381 ",1.9
2020-2,New Jersey,2020,5,Live audio/video," 273,740 ",152.1
2020-2,New Jersey,2020,5,Other telehealth," 1,671 ",0.9
2020-2,New Jersey,2020,6,Live audio/video," 224,959 ",123.4
2020-2,New Jersey,2020,6,Other telehealth, 980 ,0.5
2020-3,New Jersey,2020,7,Live audio/video," 192,200 ",104.0
2020-3,New Jersey,2020,7,Remote patient monitoring, 885 ,0.5
2020-3,New Jersey,2020,8,Live audio/video," 171,299 ",91.6
2020-3,New Jersey,2020,8,Remote patient monitoring, 935 ,0.5
2020-3,New Jersey,2020,9,Live audio/video," 166,308 ",87.8
2020-3,New Jersey,2020,9,Remote patient monitoring," 1,112 ",0.6
2020-4,New Jersey,2020,10,Live audio/video," 173,618 ",90.6
2020-4,New Jersey,2020,10,Remote patient monitoring," 1,281 ",0.7
2020-4,New Jersey,2020,11,Live audio/video," 183,194 ",94.6
2020-4,New Jersey,2020,11,Remote patient monitoring," 1,327 ",0.7
2020-4,New Jersey,2020,12,Live audio/video," 221,279 ",113.4
2020-4,New Jersey,2020,12,Remote patient monitoring," 1,559 ",0.8
2021-1,New Jersey,2021,1,Live audio/video," 201,375 ",102.0
2021-1,New Jersey,2021,1,Remote patient monitoring," 1,421 ",0.7
2021-1,New Jersey,2021,2,Live audio/video," 190,243 ",95.8
2021-1,New Jersey,2021,2,Remote patient monitoring," 1,349 ",0.7
2021-1,New Jersey,2021,3,Live audio/video," 205,069 ",102.5
2021-1,New Jersey,2021,3,Remote patient monitoring," 1,741 ",0.9
2021-2,New Jersey,2021,4,Live audio/video," 191,498 ",95.0
2021-2,New Jersey,2021,4,Remote patient monitoring," 2,116 ",1.1
2021-2,New Jersey,2021,5,Live audio/video," 164,107 ",81.0
2021-2,New Jersey,2021,5,Remote patient monitoring," 2,320 ",1.1
2021-2,New Jersey,2021,6,Live audio/video," 154,367 ",75.8
2021-2,New Jersey,2021,6,Remote patient monitoring," 2,364 ",1.2
2021-3,New Jersey,2021,7,Live audio/video," 135,639 ",66.2
2021-3,New Jersey,2021,7,Remote patient monitoring," 2,461 ",1.2
2021-3,New Jersey,2021,8,Live audio/video," 140,421 ",68.0
2021-3,New Jersey,2021,8,Remote patient monitoring," 2,665 ",1.3
2021-3,New Jersey,2021,9,Live audio/video," 143,032 ",68.9
2021-3,New Jersey,2021,9,Remote patient monitoring," 2,833 ",1.4
2021-4,New Jersey,2021,10,Live audio/video," 138,540 ",66.4
2021-4,New Jersey,2021,10,Remote patient monitoring," 2,940 ",1.4
2021-4,New Jersey,2021,11,Live audio/video," 135,369 ",64.4
2021-4,New Jersey,2021,11,Remote patient monitoring," 3,287 ",1.6
2021-4,New Jersey,2021,12,Live audio/video," 163,882 ",77.4
2021-4,New Jersey,2021,12,Remote patient monitoring," 3,217 ",1.5
2022-1,New Jersey,2022,1,Live audio/video," 205,890 ",96.5
2022-1,New Jersey,2022,1,Remote patient monitoring," 3,231 ",1.5
2022-1,New Jersey,2022,2,Live audio/video," 145,392 ",67.9
2022-1,New Jersey,2022,2,Remote patient monitoring," 3,097 ",1.4
2022-1,New Jersey,2022,3,Live audio/video," 157,485 ",73.0
2022-1,New Jersey,2022,3,Remote patient monitoring," 3,752 ",1.7
2022-2,New Jersey,2022,4,Live audio/video," 137,212 ",63.5
2022-2,New Jersey,2022,4,Remote patient monitoring," 3,758 ",1.7
2022-2,New Jersey,2022,5,Live audio/video," 145,571 ",67.0
2022-2,New Jersey,2022,5,Remote patient monitoring," 4,134 ",1.9
2022-2,New Jersey,2022,6,Live audio/video," 140,622 ",64.4
2022-2,New Jersey,2022,6,Remote patient monitoring," 3,891 ",1.8
2022-3,New Jersey,2022,7,Live audio/video," 121,738 ",55.6
2022-3,New Jersey,2022,7,Remote patient monitoring," 4,417 ",2.0
2022-3,New Jersey,2022,8,Live audio/video," 111,393 ",50.6
2022-3,New Jersey,2022,8,Remote patient monitoring," 4,546 ",2.1
2022-3,New Jersey,2022,9,Live audio/video," 91,844 ",41.5
2022-3,New Jersey,2022,9,Remote patient monitoring," 4,792 ",2.2
2022-4,New Jersey,2022,10,Live audio/video," 95,899 ",43.2
2022-4,New Jersey,2022,10,Remote patient monitoring," 4,916 ",2.2
2022-4,New Jersey,2022,11,Live audio/video," 99,312 ",44.5
2022-4,New Jersey,2022,11,Remote patient monitoring," 4,815 ",2.2
2022-4,New Jersey,2022,12,Live audio/video," 99,461 ",44.3
2022-4,New Jersey,2022,12,Remote patient monitoring," 4,747 ",2.1
2018-3,New Mexico,2018,8,Live audio/video," 2,374 ",2.8
2018-3,New Mexico,2018,9,Live audio/video," 2,087 ",2.5
2018-4,New Mexico,2018,10,Live audio/video," 2,472 ",3.0
2018-4,New Mexico,2018,11,Live audio/video," 2,377 ",2.8
2018-4,New Mexico,2018,12,Live audio/video," 1,955 ",2.3
2019-1,New Mexico,2019,1,Live audio/video," 2,416 ",2.9
2019-1,New Mexico,2019,2,Live audio/video," 2,500 ",3.0
2019-1,New Mexico,2019,3,Live audio/video," 2,615 ",3.1
2019-2,New Mexico,2019,4,Live audio/video," 2,884 ",3.5
2019-2,New Mexico,2019,5,Live audio/video," 2,907 ",3.5
2019-2,New Mexico,2019,6,Live audio/video," 2,784 ",3.4
2019-3,New Mexico,2019,7,Live audio/video," 3,016 ",3.6
2019-3,New Mexico,2019,8,Live audio/video," 3,092 ",3.7
2019-4,New Mexico,2019,10,Live audio/video," 3,855 ",4.6
2019-4,New Mexico,2019,11,Live audio/video," 3,440 ",4.1
